date,ontime,high,low,precip,snow
2018-05-15,0.9140745791978349,84.9,57.9,1,0
2018-05-16,0.9180437205948814,62.1,50.0,T,0
2018-05-17,0.9322412785988747,71.1,51.1,0,0
2018-05-18,0.8677358078996119,64.9,46.9,0,0
2018-05-21,0.9263126111337082,80.1,57.0,0,0
2018-05-22,0.9308706222367958,66.9,54.0,0.03,0
2018-05-23,0.9182585909574009,84.0,54.0,0.02,0
2018-05-24,0.9225343496888179,68.0,53.1,0,0
2018-05-25,0.9149936673812038,88.0,54.0,0,0
2018-05-28,0.49863043986820504,59.0,50.0,0.06,0
2018-05-29,0.9200431388720018,84.9,57.9,0,0
2018-05-30,0.9169409654287021,69.1,60.1,0,0
2018-05-31,0.9379213799923619,82.9,55.9,0,0
2018-06-01,0.9261519810201826,79.0,64.0,0.01,0
2018-06-04,0.9124489949383356,53.1,48.9,0.62,0
2018-06-05,0.8964845158323698,61.0,48.9,0.34,0
2018-06-06,0.9110533351621959,62.1,53.1,0,0
2018-06-07,0.9526215951555516,72.0,54.0,0,0
2018-06-08,0.9064579026449091,81.0,55.0,T,0
2018-06-11,0.9350332319809609,64.0,55.9,0,0
2018-06-12,0.8861180940241323,80.1,54.0,0,0
2018-06-13,0.9119194762343777,77.0,59.0,T,0
2018-06-14,0.8997379992940387,79.0,57.0,0,0
2018-06-15,0.9268708784928729,64.0,54.0,T,0
2018-06-18,0.8715159932165677,89.1,66.0,0.13,0
2018-06-19,0.9282569798162814,84.0,68.0,0.01,0
2018-06-20,0.893979785338816,84.9,63.0,0,0
2018-06-21,0.9295614111685232,80.1,64.0,0,0
2018-06-22,0.9196419731241433,70.0,60.1,0,0
2018-06-25,0.8615152519901619,73.9,61.0,0.33,0
2018-06-26,0.9080716982076044,79.0,60.1,0,0
2018-06-27,0.9032584018729459,80.1,63.0,0.09,0
2018-06-28,0.9170806238336785,75.9,64.9,1.16,0
2018-06-29,0.9457770257612824,90.0,72.0,0,0
2018-07-02,0.9201660080906217,84.0,69.1,0,0
2018-07-03,0.9186420468691465,98.1,73.0,0.01,0
2018-07-04,0.9186050842540409,87.1,73.0,0,0
2018-07-05,0.8988038219669898,93.9,73.9,0,0
2018-07-06,0.8086818973475749,86.0,64.9,0.35,0
2018-07-09,0.939680531500288,91.0,64.9,0,0
2018-07-10,0.880104165453365,96.1,68.0,T,0
2018-07-11,0.9285925320938239,75.0,66.0,0.19,0
2018-07-12,0.8405076727398219,73.9,64.9,0,0
2018-07-13,0.8886387598750115,78.1,64.0,0,0
2018-07-16,0.9081878498708008,77.0,66.9,0,0
2018-07-17,0.8885460506273225,91.0,69.1,2.68,0
2018-07-18,0.9538633847747162,82.9,69.1,0.06,0
2018-07-19,0.9220245833756532,77.0,64.9,0,0
2018-07-20,0.9224640214893522,79.0,66.0,0,0
2018-07-23,0.9512233158092643,86.0,75.0,0.03,0
2018-07-24,0.9374186060502249,88.0,73.0,0,0
2018-07-25,0.930198405396663,87.1,75.0,0.14,0
2018-07-26,0.9476282501110864,86.0,73.0,0.6,0
