date,ontime,high,low,precip,snow
2017-02-28,0.956067503777274,51.1,39.0,0,0
2017-03-01,0.9317979361437719,63.0,48.0,0.02,0
2017-03-02,0.9349662384806617,57.9,31.1,0,0
2017-03-03,0.9417656415820453,36.0,20.1,T,0.12
2017-03-06,0.9167356684741237,37.0,16.2,0,0
2017-03-07,0.9238201246811509,48.0,30.2,0.02,0
2017-03-08,0.9472568174224202,57.0,43.0,0.05,0
2017-03-09,0.9303613564487786,51.1,37.9,0,0
2017-03-10,0.9075496317287584,37.9,23.2,0.2,2.6
2017-03-13,0.9393996401423973,34.0,14.2,0,0
2017-03-14,0.9177290987512405,37.9,27.1,1.62,6.61
2017-03-15,0.9043413226873361,28.2,19.2,0,0
2017-03-16,0.9252368143555368,35.1,22.1,0,0
2017-03-17,0.9334041241562359,42.1,27.1,0,0
2017-03-20,0.9397523417067373,53.1,32.0,0,0
2017-03-21,0.9446523520407599,53.1,39.9,0,0
2017-03-22,0.9482963856205934,43.0,18.1,T,T
2017-03-23,0.9286899311124824,37.9,18.1,0,0
2017-03-24,0.9483767507473689,46.9,27.1,0.03,T
2017-03-27,0.9403215694897796,44.1,36.0,0.48,0
2017-03-28,0.9315915527245887,39.9,36.0,0.72,0
2017-03-29,0.9609635292483857,46.9,37.0,0.06,0
2017-03-30,0.9231337667818624,48.0,34.0,0,0
2017-03-31,0.9085256513204408,39.9,33.1,0.87,0.59
2017-04-03,0.9417890637927954,55.0,37.9,0,0
2017-04-04,0.9363198661409248,43.0,37.9,0.68,0
2017-04-05,0.9597495525509757,41.0,37.0,T,0
2017-04-06,0.9544603508777036,53.1,37.0,1.36,0
2017-04-07,0.9331384398343726,54.0,41.0,T,0
2017-04-10,0.9500462442816118,75.9,44.1,0,0
2017-04-11,0.8980009510033621,84.0,52.0,0,0
2017-04-12,0.9559489946940016,60.1,48.0,0.02,0
2017-04-13,0.9334235066961319,59.0,45.0,0,0
2017-04-14,0.9202097698857168,60.1,44.1,0,0
2017-04-17,0.9512825790020331,75.0,48.9,0,0
2017-04-18,0.9294261576187163,51.1,39.0,0,0
2017-04-19,0.9072799482694381,55.9,39.0,0.07,0
2017-04-20,0.9511462693667657,55.0,44.1,0.01,0
2017-04-21,0.9609176987227444,45.0,44.1,0.51,0
2017-04-24,0.9347396067233644,64.0,45.0,0,0
2017-04-25,0.9379455010905218,50.0,45.0,0.89,0
2017-04-26,0.9601281296593648,55.9,45.0,0.56,0
2017-04-27,0.9498735346574101,59.0,50.0,0,0
2017-04-28,0.9575616801917941,82.0,51.1,0.01,0
2017-05-01,0.9170462033134038,48.0,45.0,T,0
2017-05-02,0.9554664684361952,66.0,44.1,0.19,0
2017-05-03,0.9472502286159318,64.0,48.9,0,0
2017-05-04,0.9629789690883569,55.9,46.0,0,0
2017-05-05,0.8934415892756197,51.1,46.9,0.64,0
2017-05-08,0.9337854551273932,55.0,44.1,T,0
2017-05-09,0.9559207123125135,52.0,42.1,T,0
2017-05-10,0.9644238898400533,55.0,46.9,0,0
2017-05-11,0.9627990696807233,54.0,48.0,0,0
2017-05-12,0.9520661228745488,53.1,46.9,0.01,0
2017-05-15,0.9112178501091281,61.0,46.9,0.07,0
2017-05-16,0.9538186502155745,81.0,55.0,0,0
2017-05-17,0.9669566279109293,91.9,60.1,T,0
2017-05-18,0.91725952258642,95.0,71.1,0.05,0
2017-05-19,0.9606575164268288,90.0,57.9,0.01,0
2017-05-22,0.9284637532912983,55.9,50.0,0.12,0
2017-05-23,0.9470133352211562,68.0,53.1,T,0
2017-05-24,0.8485075147521365,64.0,54.0,0,0
2017-05-25,0.9385761694696397,55.0,50.0,0.63,0
2017-05-26,0.9441945395498046,60.1,48.9,0.55,0
2017-05-29,0.9432120920873354,54.0,48.9,0.05,0
2017-05-30,0.9381259305065213,59.0,48.9,0,0
2017-05-31,0.954177503984362,68.0,54.0,0.06,0
2017-06-01,0.9360074373070091,79.0,55.9,0.16,0
2017-06-02,0.910768744555809,72.0,51.1,0.01,0
2017-06-05,0.9439557904567475,57.0,52.0,0.59,0
2017-06-06,0.9284447773252301,52.0,46.9,0.8,0
2017-06-07,0.9542559242203227,62.1,50.0,0.04,0
2017-06-08,0.9565310719260467,71.1,51.1,0,0
2017-06-09,0.9267303033119055,79.0,55.0,0,0
2017-06-12,0.882123758694006,95.0,71.1,0,0
2017-06-13,0.8892567575887766,95.0,72.0,0.53,0
2017-06-14,0.926626033458328,73.0,59.0,T,0
2017-06-15,0.9435678488746213,75.0,57.0,0,0
2017-06-16,0.9460823187999793,71.1,57.0,2.13,0
2017-06-19,0.9397698087172132,84.9,70.0,0.03,0
2017-06-20,0.9399053248654653,86.0,68.0,0.13,0
2017-06-21,0.9353912063934838,84.0,66.9,0,0
2017-06-22,0.9423543365624583,84.0,64.9,0,0
2017-06-23,0.9506665907939826,90.0,64.9,T,0
2017-06-26,0.936746610277185,80.1,62.1,0,0
2017-06-27,0.9282186321690765,77.0,57.9,0.08,0
2017-06-28,0.9490361422396774,79.0,57.9,0,0
2017-06-29,0.9531171837310966,79.0,63.0,T,0
2017-06-30,0.9474576914269414,84.0,68.0,0.07,0
2017-07-03,0.9401866776732346,87.1,71.1,T,0
2017-07-04,0.9251755497170173,82.0,66.9,0,0
2017-07-05,0.9674552680610047,79.0,62.1,0,0
2017-07-06,0.9513904107251983,82.9,61.0,0,0
2017-07-07,0.9341445521845191,70.0,62.1,0.3,0
2017-07-10,0.9232428956422333,87.1,64.9,T,0
2017-07-11,0.9529014993175249,82.9,66.9,0.17,0
2017-07-12,0.934673111439925,82.0,69.1,1.33,0
2017-07-13,0.9647340903417432,70.0,57.9,0.14,0
2017-07-14,0.9169323856473869,66.9,60.1,0,0
2017-07-17,0.9116061670678348,82.9,68.0,0,0
2017-07-18,0.9146639958757002,82.0,68.0,0.12,0
2017-07-19,0.8859996911553181,93.0,72.0,0,0
2017-07-20,0.9211767212295779,91.9,71.1,T,0
2017-07-21,0.929022476955359,91.0,73.0,0,0
2017-07-24,0.9273413937194075,64.9,57.0,1.41,0
2017-07-25,0.9317849962629849,64.9,55.9,0.01,0
2017-07-26,0.9129816097734081,77.0,59.0,0,0
2017-07-27,0.9372996945585268,75.0,63.0,0.04,0
2017-07-28,0.9390935265199395,82.0,66.0,0,0
2017-07-31,0.9320056314584014,80.1,61.0,0,0
2017-08-01,0.9266752711812747,80.1,66.9,0,0
2017-08-02,0.9514167610949387,81.0,68.0,0.96,0
2017-08-03,0.9441456232627004,84.0,66.0,T,0
2017-08-04,0.9252049876874034,84.9,68.0,0,0
2017-08-07,0.9316935142554518,78.1,64.0,T,0
2017-08-08,0.9435238244304293,75.0,62.1,0,0
2017-08-09,0.9279231911912984,84.9,64.9,0,0
2017-08-10,0.9534122412259562,82.0,66.0,0,0
2017-08-11,0.9350576516985963,77.0,63.0,0,0
2017-08-14,0.9442922687803696,78.1,63.0,0,0
2017-08-15,0.9341284427412783,80.1,66.0,0,0
2017-08-16,0.9012981313762373,84.9,66.0,0,0
2017-08-17,0.9531146193330241,82.9,63.0,0,0
2017-08-18,0.9486039404783334,81.0,64.9,0.24,0
2017-08-21,0.9549626378101572,87.1,69.1,0,0
2017-08-22,0.9535260422574974,91.0,70.0,0,0
2017-08-23,0.9097825645128906,84.0,69.1,0.04,0
2017-08-24,0.9356304090471856,81.0,64.0,0,0
2017-08-25,0.936032754060131,75.9,63.0,T,0
2017-08-28,0.929949327739689,72.0,57.0,0,0
2017-08-29,0.9571938372304879,68.0,57.9,T,0
2017-08-30,0.9350757290212789,72.0,59.0,0.07,0
2017-08-31,0.939258366351285,79.0,60.1,0,0
2017-09-01,0.8522945827324493,69.1,53.1,0,0
2017-09-04,0.9211488889219598,81.0,57.9,0,0
2017-09-05,0.8647360758235783,88.0,64.9,0,0
2017-09-06,0.916989475623073,79.0,62.1,0.22,0
2017-09-07,0.9023215485879449,75.9,60.1,0.6,0
2017-09-08,0.9118318984124204,73.9,59.0,0,0
2017-09-11,0.9429730927170296,80.1,55.0,0,0
2017-09-12,0.945145223801382,86.0,61.0,0,0
2017-09-13,0.9101863285819127,78.1,64.0,0.03,0
2017-09-14,0.9366992028285822,84.0,66.9,0.33,0
2017-09-15,0.8606569732645095,77.0,66.0,0.21,0
2017-09-18,0.9053746385449908,68.0,63.0,T,0
2017-09-19,0.9477784796222798,66.0,63.0,0.04,0
2017-09-20,0.9345796904833609,72.0,63.0,0.27,0
2017-09-21,0.940787210654743,72.0,63.0,0,0
2017-09-22,0.9039077219070742,63.0,57.0,0.16,0
2017-09-25,0.8767327595096732,78.1,64.0,0,0
2017-09-26,0.9171864963246763,80.1,63.0,0,0
2017-09-27,0.9309417687580895,86.0,64.9,0,0
2017-09-28,0.9368217676267124,78.1,57.0,0,0
2017-09-29,0.897465631515144,68.0,52.0,0,0
2017-10-02,0.9263730568058228,66.0,51.1,0,0
2017-10-03,0.9226371908422051,64.9,51.1,0,0
2017-10-04,0.9364683905598775,77.0,53.1,0,0
2017-10-05,0.8959939712209102,80.1,64.0,0,0
2017-10-06,0.9411185126974811,78.1,60.1,T,0
2017-10-09,0.921938606102371,75.0,66.9,0.27,0
2017-10-10,0.9205412798200794,79.0,64.9,0,0
2017-10-11,0.9382043717022955,68.0,57.0,0.01,0
2017-10-12,0.9535698001868423,57.9,48.0,T,0
2017-10-13,0.9372660323892663,62.1,46.9,0,0
2017-10-16,0.9084944485915458,70.0,44.1,0,0
2017-10-17,0.9190972620443415,57.9,39.9,0,0
2017-10-18,0.9330421193798566,72.0,46.9,0,0
2017-10-19,0.93047525052448,73.9,52.0,0,0
2017-10-20,0.9366637449348364,71.1,57.9,0,0
2017-10-23,0.9543703509131313,64.0,54.0,0,0
2017-10-24,0.9245241006631286,75.0,62.1,0.07,0
2017-10-25,0.9483878647282059,70.0,57.9,1.29,0
2017-10-26,0.9447303451377862,62.1,48.9,0.35,0
2017-10-27,0.9119285016060205,62.1,46.9,0,0
2017-10-30,0.9058850336117384,64.9,51.1,0.94,0
2017-10-31,0.8895977288287813,57.9,46.0,0,0
2017-11-01,0.920303587142115,53.1,41.0,0,0
2017-11-02,0.939994915746401,71.1,52.0,0,0
2017-11-03,0.8968893039046627,75.0,51.1,0.01,0
2017-11-06,0.9288929726589809,64.0,50.0,0.08,0
2017-11-07,0.9245213938660227,50.0,37.0,0.13,0
2017-11-08,0.9358332345271775,45.0,37.0,0.03,0
2017-11-09,0.9365990280747822,48.0,34.0,0,0
2017-11-10,0.9327537475517443,48.9,24.3,0.02,0
2017-11-13,0.9290554495542394,43.0,37.0,0.13,0
2017-11-14,0.9138019906481958,44.1,37.0,T,0
2017-11-15,0.8945459511216156,44.1,34.0,0,0
2017-11-16,0.935919110427712,50.0,37.9,0.19,0
2017-11-17,0.9186791982847128,44.1,34.0,0,0
2017-11-20,0.9005205298488722,42.1,35.1,T,T
2017-11-21,0.9365078199106186,59.0,35.1,0,0
2017-11-22,0.9335535663764458,52.0,37.9,0.89,0
2017-11-23,0.9037895936922292,43.0,32.0,0,0
2017-11-24,0.9151332768060192,50.0,31.1,0,0
2017-11-27,0.8804576424850233,46.9,27.1,0,0
2017-11-28,0.9124069051927444,46.9,22.1,0,0
2017-11-29,0.9119520623955035,61.0,37.9,0,0
2017-11-30,0.8951720378590847,45.0,30.2,0,0
