8,8,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,334,487,,
9,9,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,339,449,,
10,10,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,206,315,,
11,11,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,284,394,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,620,770,,
16,16,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,243,331,,
17,17,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,98,140,,
21,21,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,126,141,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,699,821,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,841,1072,,
24,24,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,166,192,,
26,26,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,66,82,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,1031,1346,,
30,30,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,115,140,,
31,31,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,375,495,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,568,736,,
34,34,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,244,322,,
34E,34E,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,374,567,,
35,35,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,79,126,,
36,36,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,400,477,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,1126,1376,,
40,40,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,51,59,,
41,41,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,144,191,,
42,42,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,138,165,,
43,43,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,218,380,,
44,44,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,283,363,,
45,45,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,181,207,,
47,47,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,195,336,,
55,55,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,134,182,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,838,1001,,
59,59,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,102,111,,
60,60,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,210,255,,
64,64,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,85,99,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,814,1060,,
69,69,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,179,212,,
70,70,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,403,657,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,412,539,,
725,72/75,,Limited Service,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,240,263,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,433,563,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,641,845,,
78,78,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,213,272,,
80,80,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,192,222,,
83,83,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,134,202,,
86,86,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,168,281,,
87,87,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,296,387,,
88,88,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,300,372,,
89,89,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,143,167,,
90,90,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,57,63,,
91,91,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,99,168,,
93,93,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,129,192,,
94,94,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,186,210,,
95,95,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,79,123,,
96,96,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,232,265,,
97,97,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,95,100,,
99,99,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,145,199,,
100,100,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,160,183,,
101,101,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,209,260,,
104,104,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,172,249,,
105,105,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,80,110,,
106,106,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,178,239,,
108,108,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,105,132,,
109,109,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,153,286,,
110,110,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,178,246,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,1710,2115,,
112,112,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,129,152,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,270,338,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,328,405,,
119,119,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,72,110,,
120,120,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,177,197,,
134,134,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,187,219,,
136,136,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,32,48,,
137,137,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,30,55,,
171,171,,Limited Service,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,1,10,,
201,201,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,92,114,,
202,202,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,44,60,,
210,210,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,0,4,,
211,211,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,77,89,,
215,215,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,135,255,,
216,216,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,158,216,,
220,220,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,170,228,,
222,222,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,113,202,,
225,225,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,170,232,,
230,230,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,182,234,,
236,236,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,125,159,,
238,238,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,117,218,,
240,240,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,137,275,,
350,350,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,194,243,,
426,426,,Express Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,137,302,,
429,429,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,106,144,,
435,435,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,63,85,,
441,441,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,101,139,,
442,442,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,147,191,,
450,450,,Express Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,164,283,,
455,455,,Local Bus,Other Bus,Bus,2017-01-01,OFF_PEAK,Headway / Schedule Adherence,192,348,,
Red,,Red Line,Rapid Transit,Red Line,Rail,2017-01-02,PEAK,Passenger Wait Time,73926.031096988,77129.294440897,0.958468914215679,
Red,,Red Line,Rapid Transit,Red Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,82549.203291216,86220.170722893,,
Orange,,Orange Line,Rapid Transit,Orange Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,87853.866971832,90652.165430905,,
Orange,,Orange Line,Rapid Transit,Orange Line,Rail,2017-01-02,PEAK,Passenger Wait Time,68700.615455561,69801.13773944,,
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2017-01-02,PEAK,Passenger Wait Time,7948.515214349,9952.075290783,,
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,14898.880833817,18693.712593914,,
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,21028.244201318,28438.385139285,,
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2017-01-02,PEAK,Passenger Wait Time,14073.057669543,18454.329445472,,
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,20405.634428008,25521.033160401,,
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2017-01-02,PEAK,Passenger Wait Time,13499.739878352,15956.663957615,,
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2017-01-02,PEAK,Passenger Wait Time,17419.954978669,21547.094106407,,
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,26149.537493907,32326.51473879,,
Blue,,Blue Line,Rapid Transit,Blue Line,Rail,2017-01-02,OFF_PEAK,Passenger Wait Time,34098.58699675,34919.186244572,,
Blue,,Blue Line,Rapid Transit,Blue Line,Rail,2017-01-02,PEAK,Passenger Wait Time,22409.401057807,23016.728726994,,
741,SL1,Silver Line SL1,Rapid Transit,Silver Line,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,899,1011,,
742,SL2,Silver Line SL2,Rapid Transit,Silver Line,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,386,415,,
751,SL4,Silver Line SL4,Rapid Transit,Silver Line,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,836,936,,
749,SL5,Silver Line SL5,Rapid Transit,Silver Line,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,1509,1948,,
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,32,32,,0
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,14,14,,0
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,17,18,,0
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,14,14,,0
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,16,16,,0
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,12,12,,0
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,16,16,,0
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,16,16,,0
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,16,16,,0
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,12,12,,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,13,14,,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-01-02,PEAK,Headway / Schedule Adherence,0,0,,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,14,14,,0
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,695,1044,,
8,8,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,286,420,,
9,9,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,281,401,,
10,10,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,240,328,,
11,11,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,313,425,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,578,732,,
16,16,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,178,298,,
17,17,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,81,129,,
21,21,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,127,154,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,766,1000,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,887,1072,,
24,24,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,108,172,,
26,26,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,79,91,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,1016,1337,,
30,30,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,118,140,,
31,31,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,329,507,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,582,751,,
34,34,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,151,315,,
34E,34E,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,401,590,,
35,35,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,70,104,,
36,36,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,326,462,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,1176,1476,,
40,40,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,71,80,,
41,41,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,168,213,,
42,42,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,144,183,,
43,43,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,300,416,,
44,44,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,233,361,,
45,45,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,234,301,,
47,47,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,210,307,,
55,55,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,140,173,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,862,1087,,
59,59,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,97,112,,
60,60,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,236,252,,
64,64,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,78,99,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,752,980,,
69,69,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,147,163,,
70,70,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,461,664,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,481,646,,
725,72/75,,Limited Service,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,244,274,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,467,625,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,824,1067,,
78,78,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,258,290,,
80,80,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,171,223,,
83,83,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,174,200,,
86,86,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,228,298,,
87,87,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,278,362,,
88,88,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,280,361,,
89,89,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,113,158,,
90,90,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,44,69,,
91,91,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,57,159,,
93,93,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,77,177,,
94,94,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,165,200,,
95,95,,Local Bus,Other Bus,Bus,2017-01-02,OFF_PEAK,Headway / Schedule Adherence,64,122,,
