Red,NULL,Red Line,Rapid Transit,Red Line,Rail,2018-02-01,PEAK,Passenger Wait Time,68728.432924455,75825.250147022,NULL
Red,NULL,Red Line,Rapid Transit,Red Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,94101.064854578,102432.389650159,NULL
Orange,NULL,Orange Line,Rapid Transit,Orange Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,97597.437427478,102609.955684369,NULL
Orange,NULL,Orange Line,Rapid Transit,Orange Line,Rail,2018-02-01,PEAK,Passenger Wait Time,72942.491138668,77492.734392620,NULL
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,15373.142998618,19228.863068492,NULL
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2018-02-01,PEAK,Passenger Wait Time,9632.767900942,12771.738380771,NULL
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2018-02-01,PEAK,Passenger Wait Time,10199.388481495,14790.986555281,NULL
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,20484.959633390,27870.671844836,NULL
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,19818.785568429,26512.096315658,NULL
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2018-02-01,PEAK,Passenger Wait Time,12011.750055816,18011.890159854,NULL
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,25671.437588709,34367.762158949,NULL
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2018-02-01,PEAK,Passenger Wait Time,16788.527176754,23423.794181630,NULL
Blue,NULL,Blue Line,Rapid Transit,Blue Line,Rail,2018-02-01,OFF_PEAK,Passenger Wait Time,34279.963267200,36626.525283730,NULL
Blue,NULL,Blue Line,Rapid Transit,Blue Line,Rail,2018-02-01,PEAK,Passenger Wait Time,19101.986487210,20536.803788182,NULL
741,SL1,Silver Line SL1,Rapid Transit,Silver Line,Bus,2018-02-01,OFF_PEAK,Headway / Schedule Adherence,1031.000000000,1122.000000000,NULL
741,SL1,Silver Line SL1,Rapid Transit,Silver Line,Bus,2018-02-01,PEAK,Headway / Schedule Adherence,226.000000000,256.000000000,NULL
742,SL2,Silver Line SL2,Rapid Transit,Silver Line,Bus,2018-02-01,PEAK,Headway / Schedule Adherence,225.000000000,265.000000000,NULL
742,SL2,Silver Line SL2,Rapid Transit,Silver Line,Bus,2018-02-01,OFF_PEAK,Headway / Schedule Adherence,367.000000000,468.000000000,NULL
